matricula,nome,materia,fase de nota,av1,av2,nl,nota da fase
2026019,MARIA SANTOS 60,COOPERATIVISMO,1 bimestre,9.2,8.5,1.0,8.5
2026019,MARIA SANTOS 60,COOPERATIVISMO,2 bimestre,7.5,7.8,0.7,7.3
2026019,MARIA SANTOS 60,EDUCAÇÃO FÍSICA,1 bimestre,6.2,6.2,0.2,5.7
2026019,MARIA SANTOS 60,EDUCAÇÃO FÍSICA,2 bimestre,5.7,6.0,2.0,6.2
2026019,MARIA SANTOS 60,FILOSOFIA,1 bimestre,6.5,4.8,0.6,5.4
2026019,MARIA SANTOS 60,FILOSOFIA,2 bimestre,5.8,3.3,1.4,4.8
2026019,MARIA SANTOS 60,GEOGRAFIA,1 bimestre,9.5,7.2,0.2,7.7
2026019,MARIA SANTOS 60,GEOGRAFIA,2 bimestre,5.9,8.7,1.0,7.1
2026019,MARIA SANTOS 60,HISTÓRIA,1 bimestre,6.0,3.5,0.8,4.7
2026019,MARIA SANTOS 60,HISTÓRIA,2 bimestre,5.0,8.0,1.8,6.7
2026019,MARIA SANTOS 60,MATEMÁTICA,1 bimestre,8.1,5.2,0.4,6.2
2026019,MARIA SANTOS 60,MATEMÁTICA,2 bimestre,5.7,3.4,1.3,4.7
2026020,MARCOS COSTA 32,ARTE,1 bimestre,8.6,8.8,1.4,8.5
2026020,MARCOS COSTA 32,ARTE,2 bimestre,7.1,4.2,0.3,5.3
2026020,MARCOS COSTA 32,CIÊNCIAS,1 bimestre,5.3,9.6,0.1,6.8
2026020,MARCOS COSTA 32,CIÊNCIAS,2 bimestre,7.4,9.3,1.4,8.2
2026020,MARCOS COSTA 32,COOPERATIVISMO,1 bimestre,3.9,5.5,1.2,4.8
2026020,MARCOS COSTA 32,COOPERATIVISMO,2 bimestre,8.5,4.6,0.1,6.0
2026020,MARCOS COSTA 32,EDUCAÇÃO FÍSICA,1 bimestre,7.9,6.2,1.3,7.0
2026020,MARCOS COSTA 32,EDUCAÇÃO FÍSICA,2 bimestre,5.9,4.9,1.3,5.5
2026020,MARCOS COSTA 32,FILOSOFIA,1 bimestre,3.6,7.0,1.4,5.5
2026020,MARCOS COSTA 32,FILOSOFIA,2 bimestre,5.9,6.9,0.9,6.2
2026020,MARCOS COSTA 32,GEOGRAFIA,1 bimestre,4.4,9.4,0.3,6.4
2026020,MARCOS COSTA 32,GEOGRAFIA,2 bimestre,9.8,5.0,1.7,7.5
2026020,MARCOS COSTA 32,HISTÓRIA,1 bimestre,9.8,8.5,0.6,8.6
2026020,MARCOS COSTA 32,HISTÓRIA,2 bimestre,3.7,9.4,1.6,6.7
2026020,MARCOS COSTA 32,MATEMÁTICA,1 bimestre,8.3,4.3,0.1,5.8
2026020,MARCOS COSTA 32,MATEMÁTICA,2 bimestre,6.9,3.6,0.9,5.2
2026021,lucas oliveira 9,ARTE,1 bimestre,4.6,8.7,1.6,6.8
2026021,lucas oliveira 9,ARTE,2 bimestre,6.1,5.7,1.0,5.8
2026021,lucas oliveira 9,CIÊNCIAS,1 bimestre,3.1,5.6,0.4,4.1
2026021,lucas oliveira 9,CIÊNCIAS,2 bimestre,8.6,6.4,0.8,7.2
2026021,lucas oliveira 9,COOPERATIVISMO,1 bimestre,7.0,6.4,1.7,6.9
2026021,lucas oliveira 9,COOPERATIVISMO,2 bimestre,3.7,8.5,0.8,5.9
2026021,lucas oliveira 9,EDUCAÇÃO FÍSICA,1 bimestre,7.8,5.8,1.3,6.8
2026021,lucas oliveira 9,EDUCAÇÃO FÍSICA,2 bimestre,4.7,8.2,0.6,6.1
2026021,lucas oliveira 9,FILOSOFIA,1 bimestre,7.7,9.0,0.6,7.9
2026021,lucas oliveira 9,FILOSOFIA,2 bimestre,5.2,6.9,1.3,6.1
2026021,lucas oliveira 9,GEOGRAFIA,1 bimestre,7.3,7.0,0.3,6.6
2026021,lucas oliveira 9,GEOGRAFIA,2 bimestre,4.3,6.8,0.1,5.1
2026021,lucas oliveira 9,HISTÓRIA,1 bimestre,9.0,7.6,0.1,7.6
2026021,lucas oliveira 9,HISTÓRIA,2 bimestre,9.9,4.6,1.6,7.3
2026021,lucas oliveira 9,MATEMÁTICA,1 bimestre,7.3,4.5,0.6,5.6
2026021,lucas oliveira 9,MATEMÁTICA,2 bimestre,4.6,4.1,0.6,4.2
2026022,pedro souza 67,ARTE,1 bimestre,8.5,7.1,1.7,7.9
2026022,pedro souza 67,ARTE,2 bimestre,9.9,7.5,0.9,8.3
2026022,pedro souza 67,CIÊNCIAS,1 bimestre,9.1,6.3,0.9,7.4
2026022,pedro souza 67,CIÊNCIAS,2 bimestre,9.5,3.5,0.1,6.0
2026022,pedro souza 67,COOPERATIVISMO,1 bimestre,5.1,3.6,0.7,4.3
2026022,pedro souza 67,COOPERATIVISMO,2 bimestre,6.4,6.0,1.0,6.1
2026022,pedro souza 67,EDUCAÇÃO FÍSICA,1 bimestre,4.8,7.2,0.7,5.8
2026022,pedro souza 67,EDUCAÇÃO FÍSICA,2 bimestre,6.5,8.0,0.4,6.8
2026022,pedro souza 67,FILOSOFIA,1 bimestre,4.5,7.9,0.4,5.8
2026022,pedro souza 67,FILOSOFIA,2 bimestre,5.4,4.7,1.0,5.0
2026022,pedro souza 67,GEOGRAFIA,1 bimestre,3.8,4.8,1.4,4.5
2026022,pedro souza 67,GEOGRAFIA,2 bimestre,3.9,9.6,0.3,6.3
2026022,pedro souza 67,HISTÓRIA,1 bimestre,9.0,7.1,1.7,8.1
2026022,pedro souza 67,HISTÓRIA,2 bimestre,9.4,5.4,0.3,6.9
2026022,pedro souza 67,MATEMÁTICA,1 bimestre,7.7,9.4,1.0,8.2
2026022,pedro souza 67,MATEMÁTICA,2 bimestre,8.3,8.1,0.6,7.7
2026023,ANA SANTOS,ARTE,1 bimestre,8.1,5.5,1.5,6.9
2026023,ANA SANTOS,ARTE,2 bimestre,3.4,9.6,1.3,6.5
2026023,ANA SANTOS,CIÊNCIAS,1 bimestre,7.0,5.8,1.7,6.6
2026023,ANA SANTOS,CIÊNCIAS,2 bimestre,3.4,5.0,0.2,3.9
2026023,ANA SANTOS,COOPERATIVISMO,1 bimestre,8.9,4.5,1.0,6.5
2026023,ANA SANTOS,COOPERATIVISMO,2 bimestre,5.1,4.4,1.0,4.8
2026023,ANA SANTOS,EDUCAÇÃO FÍSICA,1 bimestre,3.1,8.5,0.1,5.3
2026023,ANA SANTOS,EDUCAÇÃO FÍSICA,2 bimestre,8.0,7.7,1.1,7.6
2026023,ANA SANTOS,FILOSOFIA,1 bimestre,4.7,4.7,0.6,4.5
2026023,ANA SANTOS,FILOSOFIA,2 bimestre,4.0,6.4,1.2,5.3
2026023,ANA SANTOS,GEOGRAFIA,1 bimestre,3.3,5.8,0.8,4.5
2026023,ANA SANTOS,GEOGRAFIA,2 bimestre,4.7,9.9,0.0,6.6
2026023,ANA SANTOS,HISTÓRIA,1 bimestre,7.3,8.9,0.8,7.7
2026023,ANA SANTOS,HISTÓRIA,2 bimestre,3.8,7.1,0.2,5.0
2026023,ANA SANTOS,MATEMÁTICA,1 bimestre,7.4,8.1,1.6,7.8
2026023,ANA SANTOS,MATEMÁTICA,2 bimestre,7.8,6.8,0.9,7.0
2026024,lucas oliveira 91,ARTE,1 bimestre,6.8,4.0,1.1,5.4
2026024,lucas oliveira 91,ARTE,2 bimestre,8.2,5.7,1.9,7.2
2026024,lucas oliveira 91,CIÊNCIAS,1 bimestre,6.9,10.0,1.4,8.3
2026024,lucas oliveira 91,CIÊNCIAS,2 bimestre,7.3,6.8,1.6,7.1
2026024,lucas oliveira 91,COOPERATIVISMO,1 bimestre,5.3,3.5,1.7,4.8
2026024,lucas oliveira 91,COOPERATIVISMO,2 bimestre,3.5,9.8,1.4,6.7
2026024,lucas oliveira 91,EDUCAÇÃO FÍSICA,1 bimestre,3.1,8.5,2.0,6.2
2026024,lucas oliveira 91,EDUCAÇÃO FÍSICA,2 bimestre,4.1,9.8,1.7,7.1
2026024,lucas oliveira 91,FILOSOFIA,1 bimestre,4.9,8.1,1.4,6.5
2026024,lucas oliveira 91,FILOSOFIA,2 bimestre,9.5,5.8,1.4,7.6
2026024,lucas oliveira 91,GEOGRAFIA,1 bimestre,8.8,8.1,1.3,8.3
2026024,lucas oliveira 91,GEOGRAFIA,2 bimestre,9.5,5.4,1.1,7.3
2026024,lucas oliveira 91,HISTÓRIA,1 bimestre,4.7,4.6,0.3,4.4
2026024,lucas oliveira 91,HISTÓRIA,2 bimestre,4.5,3.0,1.7,4.2
2026024,lucas oliveira 91,MATEMÁTICA,1 bimestre,6.2,4.0,0.5,4.9
2026024,lucas oliveira 91,MATEMÁTICA,2 bimestre,7.6,9.3,0.2,7.8
2026025,BEATRIZ PEREIRA 25,ARTE,1 bimestre,9.2,9.7,0.3,8.7
2026025,BEATRIZ PEREIRA 25,ARTE,2 bimestre,5.9,6.0,1.6,6.1
2026025,BEATRIZ PEREIRA 25,CIÊNCIAS,1 bimestre,4.5,5.8,1.3,5.3
2026025,BEATRIZ PEREIRA 25,CIÊNCIAS,2 bimestre,7.5,9.2,0.3,7.7
2026025,BEATRIZ PEREIRA 25,COOPERATIVISMO,1 bimestre,3.6,8.9,1.1,6.2
2026025,BEATRIZ PEREIRA 25,COOPERATIVISMO,2 bimestre,3.5,6.7,0.3,4.8
2026025,BEATRIZ PEREIRA 25,EDUCAÇÃO FÍSICA,1 bimestre,7.7,4.8,0.4,5.9
2026025,BEATRIZ PEREIRA 25,EDUCAÇÃO FÍSICA,2 bimestre,10.0,4.1,1.6,7.1
2026025,BEATRIZ PEREIRA 25,FILOSOFIA,1 bimestre,7.3,9.8,0.1,7.8
2026025,BEATRIZ PEREIRA 25,FILOSOFIA,2 bimestre,8.4,7.7,2.0,8.2
2026025,BEATRIZ PEREIRA 25,GEOGRAFIA,1 bimestre,8.0,8.6,0.5,7.8
2026025,BEATRIZ PEREIRA 25,GEOGRAFIA,2 bimestre,6.9,8.9,0.2,7.3
2026025,BEATRIZ PEREIRA 25,HISTÓRIA,1 bimestre,7.2,3.9,1.6,5.8
2026025,BEATRIZ PEREIRA 25,HISTÓRIA,2 bimestre,7.5,8.0,1.4,7.7
2026025,BEATRIZ PEREIRA 25,MATEMÁTICA,1 bimestre,5.4,4.6,0.9,5.0
2026025,BEATRIZ PEREIRA 25,MATEMÁTICA,2 bimestre,4.7,6.1,1.8,5.7
2026026,adeilton olimpio,ARTE,1 bimestre,5.4,5.6,1.7,5.8
2026026,adeilton olimpio,ARTE,2 bimestre,8.5,3.9,0.3,5.8
2026026,adeilton olimpio,CIÊNCIAS,1 bimestre,4.4,8.0,0.6,5.9
2026026,adeilton olimpio,CIÊNCIAS,2 bimestre,7.2,5.7,1.2,6.4
2026026,adeilton olimpio,COOPERATIVISMO,1 bimestre,3.5,6.0,0.8,4.7
2026026,adeilton olimpio,COOPERATIVISMO,2 bimestre,5.5,7.2,1.6,6.5
2026026,adeilton olimpio,EDUCAÇÃO FÍSICA,1 bimestre,8.5,4.3,0.8,6.2
2026026,adeilton olimpio,EDUCAÇÃO FÍSICA,2 bimestre,6.1,7.5,2.0,7.1
2026026,adeilton olimpio,FILOSOFIA,1 bimestre,3.3,3.4,1.0,3.5
2026026,adeilton olimpio,FILOSOFIA,2 bimestre,7.7,4.2,0.6,5.7
2026026,adeilton olimpio,GEOGRAFIA,1 bimestre,4.7,4.1,1.1,4.5
2026026,adeilton olimpio,GEOGRAFIA,2 bimestre,9.7,4.6,1.8,7.3
2026026,adeilton olimpio,HISTÓRIA,1 bimestre,5.2,6.8,1.2,6.0
2026026,adeilton olimpio,HISTÓRIA,2 bimestre,9.9,5.4,1.6,7.7
2026026,adeilton olimpio,MATEMÁTICA,1 bimestre,4.6,7.2,1.5,6.0
2026026,adeilton olimpio,MATEMÁTICA,2 bimestre,5.5,8.1,0.0,6.2
2026027,julia lima 12,ARTE,1 bimestre,3.5,8.6,0.3,5.6
2026027,julia lima 12,ARTE,2 bimestre,5.4,4.6,1.1,5.0
2026027,julia lima 12,CIÊNCIAS,1 bimestre,4.7,6.8,0.6,5.5
2026027,julia lima 12,CIÊNCIAS,2 bimestre,4.0,5.9,0.5,4.7
2026027,julia lima 12,COOPERATIVISMO,1 bimestre,5.3,6.2,1.5,5.9
2026027,julia lima 12,COOPERATIVISMO,2 bimestre,9.8,3.6,0.6,6.4
2026027,julia lima 12,EDUCAÇÃO FÍSICA,1 bimestre,3.4,5.3,0.9,4.4
2026027,julia lima 12,EDUCAÇÃO FÍSICA,2 bimestre,4.9,8.9,1.1,6.8
2026027,julia lima 12,FILOSOFIA,1 bimestre,4.7,5.5,1.2,5.2
2026027,julia lima 12,FILOSOFIA,2 bimestre,9.2,9.8,1.4,9.3
2026027,julia lima 12,GEOGRAFIA,1 bimestre,9.3,3.1,0.0,5.6
2026027,julia lima 12,GEOGRAFIA,2 bimestre,7.8,7.8,1.7,7.9
2026027,julia lima 12,HISTÓRIA,1 bimestre,4.1,7.0,1.4,5.7
2026027,julia lima 12,HISTÓRIA,2 bimestre,3.1,3.4,0.0,3.0
2026027,julia lima 12,MATEMÁTICA,1 bimestre,6.7,7.7,1.7,7.3
2026027,julia lima 12,MATEMÁTICA,2 bimestre,9.4,8.4,0.7,8.4
2026028,joão silva 23,ARTE,1 bimestre,5.8,7.4,1.9,6.9
2026028,joão silva 23,ARTE,2 bimestre,7.2,4.0,0.8,5.5
2026028,joão silva 23,CIÊNCIAS,1 bimestre,9.4,6.9,0.5,7.6
2026028,joão silva 23,CIÊNCIAS,2 bimestre,8.8,9.3,0.6,8.5
2026028,joão silva 23,COOPERATIVISMO,1 bimestre,8.0,9.7,0.3,8.2
2026028,joão silva 23,COOPERATIVISMO,2 bimestre,4.3,7.5,1.5,6.0
2026028,joão silva 23,EDUCAÇÃO FÍSICA,1 bimestre,8.2,7.1,1.6,7.7
2026028,joão silva 23,EDUCAÇÃO FÍSICA,2 bimestre,4.6,9.9,1.5,7.3
2026028,joão silva 23,FILOSOFIA,1 bimestre,7.6,9.1,1.6,8.3
2026028,joão silva 23,FILOSOFIA,2 bimestre,8.3,5.2,0.6,6.4
2026028,joão silva 23,GEOGRAFIA,1 bimestre,6.8,4.1,0.5,5.2
2026028,joão silva 23,GEOGRAFIA,2 bimestre,4.3,8.1,0.8,6.0
2026028,joão silva 23,HISTÓRIA,1 bimestre,4.1,3.3,1.3,4.0
2026028,joão silva 23,HISTÓRIA,2 bimestre,6.8,5.1,1.8,6.2
2026028,joão silva 23,MATEMÁTICA,1 bimestre,8.2,3.9,1.7,6.3
2026028,joão silva 23,MATEMÁTICA,2 bimestre,6.1,9.4,0.4,7.2
2026029,julia lima 70,ARTE,1 bimestre,6.7,9.8,1.8,8.3
2026029,julia lima 70,ARTE,2 bimestre,8.1,9.9,0.8,8.5
2026029,julia lima 70,CIÊNCIAS,1 bimestre,7.9,7.7,0.5,7.3
2026029,julia lima 70,CIÊNCIAS,2 bimestre,7.3,4.9,0.3,5.7
2026029,julia lima 70,COOPERATIVISMO,1 bimestre,3.7,9.2,0.7,6.2
2026029,julia lima 70,COOPERATIVISMO,2 bimestre,6.0,7.1,0.5,6.2
2026029,julia lima 70,EDUCAÇÃO FÍSICA,1 bimestre,4.5,9.4,2.0,7.2
2026029,julia lima 70,EDUCAÇÃO FÍSICA,2 bimestre,6.3,9.7,0.0,7.3
2026029,julia lima 70,FILOSOFIA,1 bimestre,7.5,3.7,0.5,5.3
2026029,julia lima 70,FILOSOFIA,2 bimestre,5.4,5.8,0.9,5.5
2026029,julia lima 70,GEOGRAFIA,1 bimestre,7.0,9.7,0.6,7.9
2026029,julia lima 70,GEOGRAFIA,2 bimestre,10.0,3.4,1.5,6.8
2026029,julia lima 70,HISTÓRIA,1 bimestre,9.0,5.5,0.7,6.9
2026029,julia lima 70,HISTÓRIA,2 bimestre,8.5,9.7,0.6,8.5
2026029,julia lima 70,MATEMÁTICA,1 bimestre,7.2,5.0,1.0,6.0
2026029,julia lima 70,MATEMÁTICA,2 bimestre,9.5,8.0,0.1,8.0
2026030,joão silva 41,ARTE,1 bimestre,3.1,3.4,0.9,3.4
2026030,joão silva 41,ARTE,2 bimestre,4.8,4.1,1.0,4.5
2026030,joão silva 41,CIÊNCIAS,1 bimestre,3.3,8.9,1.4,6.2
2026030,joão silva 41,CIÊNCIAS,2 bimestre,6.4,9.6,1.8,8.1
2026030,joão silva 41,COOPERATIVISMO,1 bimestre,8.8,3.4,1.6,6.3
2026030,joão silva 41,COOPERATIVISMO,2 bimestre,7.0,3.9,1.0,5.4
2026030,joão silva 41,EDUCAÇÃO FÍSICA,1 bimestre,7.7,6.3,1.1,6.9
2026030,joão silva 41,EDUCAÇÃO FÍSICA,2 bimestre,4.1,3.6,1.0,4.0
2026030,joão silva 41,FILOSOFIA,1 bimestre,9.9,9.0,1.1,9.1
2026030,joão silva 41,FILOSOFIA,2 bimestre,7.0,8.1,0.4,7.0
2026030,joão silva 41,GEOGRAFIA,1 bimestre,9.2,7.4,0.9,8.0
2026030,joão silva 41,GEOGRAFIA,2 bimestre,5.3,4.7,1.3,5.1
2026030,joão silva 41,HISTÓRIA,1 bimestre,4.8,6.1,0.6,5.2
2026030,joão silva 41,HISTÓRIA,2 bimestre,5.5,6.9,1.3,6.2
2026030,joão silva 41,MATEMÁTICA,1 bimestre,9.8,5.6,1.3,7.6
2026030,joão silva 41,MATEMÁTICA,2 bimestre,4.5,5.6,1.6,5.3
2026031,julia lima 22,ARTE,1 bimestre,7.4,6.9,1.0,7.0
2026031,julia lima 22,ARTE,2 bimestre,9.9,4.3,0.3,6.6
2026031,julia lima 22,CIÊNCIAS,1 bimestre,3.9,8.4,0.8,6.0
2026031,julia lima 22,CIÊNCIAS,2 bimestre,7.2,4.1,0.7,5.5
2026031,julia lima 22,COOPERATIVISMO,1 bimestre,9.2,9.1,0.1,8.4
2026031,julia lima 22,COOPERATIVISMO,2 bimestre,7.8,8.2,1.4,7.9
2026031,julia lima 22,EDUCAÇÃO FÍSICA,1 bimestre,6.6,6.9,0.5,6.4
2026031,julia lima 22,EDUCAÇÃO FÍSICA,2 bimestre,4.9,6.9,0.7,5.7
2026031,julia lima 22,FILOSOFIA,1 bimestre,7.1,4.4,0.7,5.5
2026031,julia lima 22,FILOSOFIA,2 bimestre,8.6,5.2,0.3,6.4
2026031,julia lima 22,GEOGRAFIA,1 bimestre,7.5,8.9,1.6,8.2
2026031,julia lima 22,GEOGRAFIA,2 bimestre,5.0,6.8,1.6,6.1
2026031,julia lima 22,HISTÓRIA,1 bimestre,3.2,4.9,0.9,4.1
2026031,julia lima 22,HISTÓRIA,2 bimestre,5.0,5.3,2.0,5.6
2026031,julia lima 22,MATEMÁTICA,1 bimestre,7.4,4.8,1.6,6.3
2026031,julia lima 22,MATEMÁTICA,2 bimestre,7.8,4.8,0.1,5.8
2026032,YKARO RAMONN,ARTE,1 bimestre,9.0,5.9,0.2,6.9
2026032,YKARO RAMONN,ARTE,2 bimestre,9.1,9.4,1.5,9.1
2026032,YKARO RAMONN,CIÊNCIAS,1 bimestre,4.9,8.0,0.0,5.9
2026032,YKARO RAMONN,CIÊNCIAS,2 bimestre,8.1,9.3,1.9,8.8
2026032,YKARO RAMONN,COOPERATIVISMO,1 bimestre,9.6,3.2,2.0,6.7
2026032,YKARO RAMONN,COOPERATIVISMO,2 bimestre,5.1,8.4,1.7,6.9
2026032,YKARO RAMONN,EDUCAÇÃO FÍSICA,1 bimestre,3.8,4.6,0.6,4.1
2026032,YKARO RAMONN,EDUCAÇÃO FÍSICA,2 bimestre,3.2,5.4,0.2,4.0
2026032,YKARO RAMONN,FILOSOFIA,1 bimestre,9.9,9.3,0.0,8.7
2026032,YKARO RAMONN,FILOSOFIA,2 bimestre,6.5,3.1,1.0,4.8
2026032,YKARO RAMONN,GEOGRAFIA,1 bimestre,8.5,8.0,1.4,8.1
2026032,YKARO RAMONN,GEOGRAFIA,2 bimestre,8.7,6.1,1.0,7.2
2026032,YKARO RAMONN,HISTÓRIA,1 bimestre,8.1,7.8,1.8,8.0
2026032,YKARO RAMONN,HISTÓRIA,2 bimestre,3.3,9.6,1.3,6.5
2026032,YKARO RAMONN,MATEMÁTICA,1 bimestre,4.3,7.1,1.1,5.7
2026032,YKARO RAMONN,MATEMÁTICA,2 bimestre,7.5,9.6,0.5,8.0
2026033,julia lima 39,ARTE,1 bimestre,5.2,9.7,1.3,7.4
2026033,julia lima 39,ARTE,2 bimestre,9.1,3.7,1.0,6.3
2026033,julia lima 39,CIÊNCIAS,1 bimestre,6.7,8.5,1.2,7.5
2026033,julia lima 39,CIÊNCIAS,2 bimestre,6.5,4.3,1.3,5.5
2026033,julia lima 39,COOPERATIVISMO,1 bimestre,6.3,6.3,1.2,6.3
2026033,julia lima 39,COOPERATIVISMO,2 bimestre,3.2,5.5,1.1,4.5
2026033,julia lima 39,EDUCAÇÃO FÍSICA,1 bimestre,7.3,5.3,0.8,6.1
2026033,julia lima 39,EDUCAÇÃO FÍSICA,2 bimestre,4.0,3.1,0.4,3.4
2026033,julia lima 39,FILOSOFIA,1 bimestre,7.4,6.3,1.8,7.0
2026033,julia lima 39,FILOSOFIA,2 bimestre,9.4,9.9,0.9,9.2
2026033,julia lima 39,GEOGRAFIA,1 bimestre,4.8,8.8,1.6,6.9
2026033,julia lima 39,GEOGRAFIA,2 bimestre,3.5,9.3,0.5,6.0
2026033,julia lima 39,HISTÓRIA,1 bimestre,5.3,3.2,1.0,4.3
2026033,julia lima 39,HISTÓRIA,2 bimestre,6.8,7.4,0.9,6.9
2026033,julia lima 39,MATEMÁTICA,1 bimestre,8.4,9.8,0.9,8.7
2026033,julia lima 39,MATEMÁTICA,2 bimestre,4.6,3.1,0.7,3.8
2026034,MARIA SANTOS 49,ARTE,1 bimestre,5.1,9.3,1.2,7.1
2026034,MARIA SANTOS 49,ARTE,2 bimestre,5.9,3.2,1.4,4.8
2026034,MARIA SANTOS 49,CIÊNCIAS,1 bimestre,4.9,3.1,1.7,4.4
2026034,MARIA SANTOS 49,CIÊNCIAS,2 bimestre,8.7,7.9,0.3,7.7
2026034,MARIA SANTOS 49,COOPERATIVISMO,1 bimestre,9.6,6.0,0.8,7.5
2026034,MARIA SANTOS 49,COOPERATIVISMO,2 bimestre,4.9,7.9,1.9,6.7
2026034,MARIA SANTOS 49,EDUCAÇÃO FÍSICA,1 bimestre,9.3,3.8,1.8,6.8
2026034,MARIA SANTOS 49,EDUCAÇÃO FÍSICA,2 bimestre,3.6,8.8,1.9,6.5
2026034,MARIA SANTOS 49,FILOSOFIA,1 bimestre,3.3,7.4,1.4,5.5
2026034,MARIA SANTOS 49,FILOSOFIA,2 bimestre,6.4,3.0,0.0,4.3
2026034,MARIA SANTOS 49,GEOGRAFIA,1 bimestre,7.2,3.3,1.0,5.2
2026034,MARIA SANTOS 49,GEOGRAFIA,2 bimestre,4.9,7.2,0.3,5.6
2026034,MARIA SANTOS 49,HISTÓRIA,1 bimestre,4.0,5.3,1.2,4.8
2026034,MARIA SANTOS 49,HISTÓRIA,2 bimestre,6.7,9.4,1.2,7.9
2026034,MARIA SANTOS 49,MATEMÁTICA,1 bimestre,5.7,4.0,1.4,5.0
2026034,MARIA SANTOS 49,MATEMÁTICA,2 bimestre,8.6,3.1,0.3,5.5
2026035,joão silva 41,ARTE,1 bimestre,4.8,3.9,0.1,4.0
2026035,joão silva 41,ARTE,2 bimestre,6.0,3.6,1.8,5.2
2026035,joão silva 41,CIÊNCIAS,1 bimestre,4.0,9.7,0.3,6.4
2026035,joão silva 41,CIÊNCIAS,2 bimestre,5.7,9.4,0.4,7.0
2026035,joão silva 41,COOPERATIVISMO,1 bimestre,5.9,8.2,0.3,6.5
2026035,joão silva 41,COOPERATIVISMO,2 bimestre,3.2,9.7,0.9,6.3
2026035,joão silva 41,EDUCAÇÃO FÍSICA,1 bimestre,7.3,9.2,0.3,7.6
2026035,joão silva 41,EDUCAÇÃO FÍSICA,2 bimestre,3.7,6.0,0.6,4.7
2026035,joão silva 41,FILOSOFIA,1 bimestre,9.6,4.6,0.1,6.5
2026035,joão silva 41,FILOSOFIA,2 bimestre,8.1,3.3,0.3,5.3
2026035,joão silva 41,GEOGRAFIA,1 bimestre,8.5,8.6,1.3,8.4
2026035,joão silva 41,GEOGRAFIA,2 bimestre,4.5,4.5,1.3,4.7
2026035,joão silva 41,HISTÓRIA,1 bimestre,9.3,4.1,1.3,6.7
2026035,joão silva 41,HISTÓRIA,2 bimestre,6.2,3.3,0.7,4.6
2026035,joão silva 41,MATEMÁTICA,1 bimestre,4.9,8.6,0.9,6.5
2026035,joão silva 41,MATEMÁTICA,2 bimestre,6.4,6.1,0.7,6.0
2026036,marcos costa 26,ARTE,1 bimestre,6.3,9.5,2.0,8.1
2026036,marcos costa 26,ARTE,2 bimestre,7.0,7.9,1.4,7.4
2026036,marcos costa 26,CIÊNCIAS,1 bimestre,7.4,3.8,1.3,5.7
2026036,marcos costa 26,CIÊNCIAS,2 bimestre,8.3,9.4,1.3,8.6
2026036,marcos costa 26,COOPERATIVISMO,1 bimestre,3.9,5.8,1.2,5.0
2026036,marcos costa 26,COOPERATIVISMO,2 bimestre,4.9,7.3,1.1,6.0
2026036,marcos costa 26,EDUCAÇÃO FÍSICA,1 bimestre,3.3,8.3,0.8,5.6
2026036,marcos costa 26,EDUCAÇÃO FÍSICA,2 bimestre,5.7,3.4,0.2,4.2
2026036,marcos costa 26,FILOSOFIA,1 bimestre,7.1,8.3,1.6,7.7
2026036,marcos costa 26,FILOSOFIA,2 bimestre,5.7,6.8,1.8,6.5
2026036,marcos costa 26,GEOGRAFIA,1 bimestre,4.1,7.2,1.2,5.7
2026036,marcos costa 26,GEOGRAFIA,2 bimestre,6.6,7.8,0.8,6.9
2026036,marcos costa 26,HISTÓRIA,1 bimestre,8.0,5.6,0.6,6.5
2026036,marcos costa 26,HISTÓRIA,2 bimestre,4.0,6.0,0.9,5.0
2026036,marcos costa 26,MATEMÁTICA,1 bimestre,6.0,8.2,1.4,7.1
2026036,marcos costa 26,MATEMÁTICA,2 bimestre,9.3,5.5,0.7,7.0
2026037,lucas oliveira 60,ARTE,1 bimestre,9.5,5.3,1.1,7.2
2026037,lucas oliveira 60,ARTE,2 bimestre,8.6,8.3,1.5,8.4
2026037,lucas oliveira 60,CIÊNCIAS,1 bimestre,8.3,8.6,1.4,8.3
2026037,lucas oliveira 60,CIÊNCIAS,2 bimestre,8.5,4.5,0.9,6.3
2026037,lucas oliveira 60,COOPERATIVISMO,1 bimestre,7.0,9.0,0.7,7.6
2026037,lucas oliveira 60,COOPERATIVISMO,2 bimestre,7.3,6.3,0.9,6.6
2026037,lucas oliveira 60,EDUCAÇÃO FÍSICA,1 bimestre,9.9,9.6,0.1,8.9
2026037,lucas oliveira 60,EDUCAÇÃO FÍSICA,2 bimestre,3.8,8.3,0.7,5.8
2026037,lucas oliveira 60,FILOSOFIA,1 bimestre,6.8,6.4,0.1,6.0
2026037,lucas oliveira 60,FILOSOFIA,2 bimestre,5.8,7.1,1.3,6.5
2026037,lucas oliveira 60,GEOGRAFIA,1 bimestre,7.5,4.0,0.8,5.6
2026037,lucas oliveira 60,GEOGRAFIA,2 bimestre,8.2,7.9,1.7,8.1
2026037,lucas oliveira 60,HISTÓRIA,1 bimestre,6.8,5.7,1.3,6.3
2026037,lucas oliveira 60,HISTÓRIA,2 bimestre,5.9,6.5,0.7,6.0
2026037,lucas oliveira 60,MATEMÁTICA,1 bimestre,7.5,8.2,0.9,7.5
2026037,lucas oliveira 60,MATEMÁTICA,2 bimestre,8.6,9.1,0.9,8.5
2026038,beatriz pereira 1,ARTE,1 bimestre,4.6,5.8,0.9,5.1
